id,status_group
1166,functional
20129,non functional
51982,non functional
39464,non functional
7885,functional
2733,non functional
64232,non functional
51923,non functional
57149,functional
2343,functional needs repair
11738,functional
35168,functional
4886,non functional
62263,non functional
31065,functional
18820,non functional
72611,non functional
36659,functional
32147,non functional
45664,functional needs repair
38813,functional
31682,functional
64682,functional
64684,non functional
39475,functional
58937,functional
36744,non functional
50053,non functional
8438,non functional
63819,non functional
52013,functional
25611,non functional
72079,non functional
16094,functional
45103,functional
73684,non functional
73693,non functional
48975,non functional
1453,functional needs repair
14453,functional
46744,functional
59412,functional
55872,non functional
29250,non functional
3944,non functional
45804,non functional
54106,functional
23541,non functional
23961,non functional
33262,non functional
7875,non functional
62526,non functional
17524,functional needs repair
19417,non functional
17359,functional
7461,functional
22244,non functional
53043,functional
12569,functional
63667,functional
61333,functional needs repair
23130,functional
65484,functional
42594,functional
69951,functional
55128,non functional
42063,non functional
52815,functional
47718,non functional
55646,non functional
25579,functional
65941,non functional
41657,functional
9440,functional
44248,non functional
14978,non functional
47998,non functional
30293,non functional
39100,functional
17068,functional needs repair
37500,functional
61835,functional
70853,non functional
56853,functional
62316,functional
9623,functional
45729,non functional
30411,functional
9691,functional
28005,non functional
71067,functional
59429,non functional
64110,functional
60493,non functional
5332,functional
51718,functional
35896,functional
26528,functional needs repair
46050,functional
31226,non functional
52173,non functional
54803,functional needs repair
7049,non functional
36978,functional
46964,non functional
73911,non functional
48715,functional needs repair
28488,functional
54948,functional
3301,non functional
55103,non functional
49490,functional
38195,non functional
27972,functional
15642,functional
18569,functional
7969,non functional
17259,functional
72686,non functional
67254,functional
27930,functional
47989,non functional
25128,non functional
44019,functional
40132,functional
71807,non functional
68202,functional
41272,functional
15055,non functional
43460,functional
39751,functional
3204,non functional
31346,non functional
58377,non functional
2101,functional
29144,functional
53786,functional
66589,functional
49249,non functional
62146,functional
53258,functional
7426,non functional
5615,functional needs repair
53117,non functional
68873,functional
38946,non functional
69028,non functional
18202,non functional
12442,non functional
9217,functional needs repair
14270,non functional
5315,functional
71465,functional
39699,functional
44788,functional
63035,non functional
30367,functional
42669,functional
6293,functional
7979,functional
65964,functional
23262,non functional
9659,functional
61785,non functional
28413,non functional
34877,functional
39075,functional needs repair
60304,functional
14690,non functional
58260,functional
27752,non functional
21336,functional
55478,functional
65045,functional
57846,functional
26838,functional
27789,functional
66333,non functional
57220,functional
1328,non functional
3287,non functional
31940,non functional
63070,functional needs repair
22995,functional needs repair
15273,functional
32541,non functional
10002,non functional
28812,non functional
33064,functional
27668,non functional
22569,functional needs repair
10908,functional
58272,functional
54958,functional
15348,functional
20779,functional
45485,functional
13284,functional
65512,non functional
22194,non functional
64818,functional needs repair
30484,functional
13366,functional
30160,functional
45808,functional
47567,functional
8791,functional
46257,functional
6254,non functional
37851,non functional
36584,functional needs repair
53621,non functional
63127,functional
48244,functional
50179,non functional
15258,functional
41899,functional
47736,functional
71188,non functional
71719,functional
30660,functional
36343,functional needs repair
48732,non functional
51837,functional
71609,non functional
20059,non functional
57729,functional
28472,non functional
34539,functional
51828,non functional
31882,functional
8103,non functional
36529,non functional
18158,non functional
10770,non functional
68941,functional
14420,functional needs repair
29596,non functional
26523,non functional
47122,functional
46568,non functional
58007,functional
500,functional
68074,non functional
53028,functional
49476,functional
3758,non functional
15182,non functional
14630,non functional
71075,non functional
35776,functional needs repair
22396,non functional
69678,functional needs repair
64224,non functional
30271,non functional
12597,functional
7874,non functional
66546,non functional
10549,non functional
1855,functional
42548,non functional
37676,functional
60196,functional
66199,functional needs repair
70472,non functional
67140,non functional
11617,non functional
46146,functional needs repair
8740,functional
28587,functional
57294,functional
12763,functional
47971,functional
6873,functional
39977,functional
5520,functional
68750,non functional
73235,functional
31533,functional
38732,non functional
11549,non functional
2261,non functional
19016,non functional
35370,non functional
63837,functional
55464,functional
25074,functional
93,functional
4908,functional
50852,functional
19633,non functional
64996,functional
50228,non functional
28622,functional
24585,non functional
39195,functional
42328,functional needs repair
3259,functional
30786,functional
20654,functional
25030,functional
20447,functional needs repair
37029,functional
3053,functional
2535,functional needs repair
45811,functional
36121,non functional
43689,non functional
48519,non functional
34298,functional
31670,functional
40809,non functional
73415,functional
23640,functional
25766,non functional
71834,functional
70900,functional
60433,functional
52182,functional
71660,non functional
35017,functional
56161,functional
12226,functional
18589,functional needs repair
22591,functional
73732,non functional
61273,functional
16944,non functional
55274,non functional
38628,non functional
46101,functional
7982,non functional
50965,functional
59819,functional
2494,functional needs repair
40943,functional
23190,functional
32557,non functional
9347,functional needs repair
25940,non functional
13791,functional
59869,functional needs repair
60290,functional
20393,functional
64023,non functional
22715,non functional
57664,functional
34901,functional
56224,non functional
12924,functional needs repair
20387,non functional
31465,non functional
13149,non functional
6579,functional
35809,non functional
28593,non functional
34903,functional
14375,functional needs repair
19792,non functional
29280,functional
35054,non functional
26735,functional
45876,functional
27867,functional
62507,functional
48616,functional
38731,functional
16824,non functional
55506,functional
58948,functional
15445,functional
58609,functional
43792,functional
24645,functional needs repair
43523,functional
22242,non functional
29255,functional
52385,functional
36712,functional
63910,non functional
68711,non functional
44906,functional
6394,non functional
61469,non functional
38983,functional needs repair
15977,functional
38875,non functional
23200,functional
59124,non functional
10293,non functional
62058,functional
67314,functional
35842,functional
50277,functional
71708,functional
74208,functional
66374,non functional
57815,functional
25867,non functional
55814,non functional
61433,non functional
70898,non functional
11774,functional
65917,functional
11318,functional
25641,non functional
2021,non functional
40028,non functional
30004,non functional
44965,functional
11554,functional
34119,functional
18986,functional
1598,functional
66981,functional
15805,functional
36391,non functional
46041,functional
26289,functional
31394,functional
2119,non functional
68609,functional
51347,non functional
28419,functional
18445,non functional
60145,functional
966,functional
13036,functional
69221,non functional
12999,non functional
7714,functional
62189,functional
30586,functional
10960,functional
52607,functional
33788,functional
41473,non functional
47203,functional
30332,functional needs repair
25423,non functional
24004,functional
42590,non functional
48438,non functional
3199,non functional
31214,non functional
61833,non functional
6114,functional
3274,functional
40864,non functional
37353,functional
40912,non functional
28106,functional
62402,functional
12971,functional needs repair
29044,non functional
28325,functional
61440,functional needs repair
67237,functional
21569,functional
50428,non functional
13629,functional
40666,non functional
69581,non functional
32953,non functional
64395,functional needs repair
1235,non functional
14101,non functional
62594,non functional
41425,non functional
24901,non functional
51279,non functional
13621,non functional
20803,functional
10849,functional
53854,functional
16983,non functional
60108,non functional
34894,functional
20680,non functional
33068,non functional
32315,functional
58997,functional
72491,functional
1654,non functional
15773,non functional
60576,functional
49094,functional needs repair
49000,non functional
47308,functional needs repair
11877,functional
29336,functional
48881,non functional
24184,functional
53928,functional
69457,functional
42437,functional
10327,functional
58371,functional
7729,functional
13360,non functional
20228,functional
47543,functional
47975,functional needs repair
56278,non functional
69723,functional
60826,non functional
54047,functional
25968,non functional
23886,non functional
11866,functional
10623,non functional
2189,functional
5550,functional needs repair
61014,functional
45189,functional needs repair
36681,non functional
42243,functional
38456,functional
46525,functional
1993,functional
8767,non functional
40310,functional
31203,functional needs repair
35279,non functional
12873,functional
8618,non functional
65208,functional
10403,functional
3939,functional
68136,non functional
25417,functional
15228,functional
39924,functional
54074,functional needs repair
69574,functional
19285,non functional
41017,functional needs repair
26599,functional
47514,non functional
59204,non functional
43330,functional
44794,functional
9152,functional
26679,functional
36449,functional
44139,non functional
66044,functional needs repair
63590,functional
28531,non functional
56736,non functional
31152,functional
73241,non functional
47365,functional
41774,non functional
44338,functional
53223,functional
51402,functional
28450,functional
17821,non functional
44342,functional
44741,functional
59362,functional
64787,functional
63105,functional
37934,functional
54995,functional
51785,non functional
25385,functional
4090,functional needs repair
11429,non functional
3111,functional
15556,functional
25113,non functional
19237,non functional
71584,non functional
27552,functional
55921,functional
57782,functional
41973,non functional
416,functional
65049,functional
67628,functional needs repair
51371,non functional
13674,functional needs repair
34189,functional
61879,functional
696,functional
58646,functional
106,functional
44949,non functional
3461,functional
7327,functional
56148,functional
71168,non functional
38554,functional
38055,functional
65025,non functional
42353,functional
31193,non functional
37253,non functional
70220,functional
13619,functional
2025,non functional
11604,non functional
1766,functional
37882,non functional
64273,non functional
41257,non functional
59585,functional
66709,non functional
63753,functional
18672,functional
52024,non functional
38480,functional
43009,functional
19873,functional
68524,non functional
4327,functional
45652,non functional
47504,non functional
61962,functional
64061,functional
40537,non functional
7454,functional
9060,functional
59121,non functional
12540,functional
51698,functional
32917,functional
27664,functional
58684,functional
46192,functional
33266,non functional
29575,non functional
29646,functional
24993,non functional
10256,functional
6134,non functional
41427,functional
51057,functional
37006,non functional
43844,non functional
13754,functional
16689,functional
70694,functional
3544,functional
64337,non functional
24792,non functional
38365,non functional
24989,non functional
12906,functional
27051,functional
46768,non functional
44898,functional
34462,non functional
23652,functional
65974,functional
33857,functional
2950,functional
54593,non functional
40657,functional
27063,non functional
54255,functional
18017,non functional
32523,non functional
44833,functional
70277,functional
13444,functional
54449,functional
11579,non functional
47953,functional
47747,functional needs repair
46832,functional
14811,non functional
49681,functional needs repair
61521,functional
43892,functional
36020,functional
31364,non functional
28453,functional
54112,functional
10965,functional
5452,functional needs repair
34224,non functional
62022,non functional
70574,non functional
2492,non functional
40003,functional
50665,functional
31928,functional
33785,functional
34261,functional
55126,functional
16300,non functional
69224,functional
54086,functional needs repair
21095,non functional
72738,functional
9744,non functional
11195,functional
5735,functional
13280,functional
54178,non functional
67562,functional
42343,functional
57464,functional
72924,functional
7294,functional
53441,non functional
47145,functional
72403,functional
48060,functional
44276,non functional
11010,functional
43288,functional
26249,functional
51196,non functional
10717,functional
69259,functional
38266,functional
60239,functional
41505,functional
3921,functional
1488,functional
58632,functional
54002,functional
39535,functional
69568,functional
12244,non functional
58709,non functional
39961,functional
22863,functional
26789,functional needs repair
39592,non functional
72826,functional
7658,functional
69528,functional
11251,non functional
3551,functional needs repair
47467,functional
49172,non functional
43270,functional
6639,non functional
46024,functional
69936,functional
22471,non functional
52190,non functional
17450,functional needs repair
53609,non functional
29542,functional
69758,non functional
65457,non functional
22816,functional
54656,functional
22465,functional needs repair
67982,functional
26991,functional
12850,functional
34633,functional
2669,non functional
56847,non functional
12918,functional
10491,non functional
40962,functional
10747,functional needs repair
46438,functional
58479,non functional
9500,non functional
13532,functional needs repair
70484,non functional
10596,functional
50606,non functional
58131,functional
5534,non functional
74115,non functional
55227,functional
11714,non functional
13987,non functional
17722,non functional
62849,functional
13989,functional
60192,non functional
24240,functional
1392,non functional
21808,functional needs repair
52065,non functional
12250,non functional
62825,functional
60992,functional
3250,non functional
26,functional
37772,functional
45044,functional
23033,functional
46998,functional
20996,functional
20834,functional
73130,functional needs repair
16291,non functional
47444,non functional
43886,non functional
49641,functional
18334,non functional
39500,non functional
43783,functional
43976,non functional
42052,non functional
32570,functional
54836,functional
5146,non functional
5106,non functional
33848,functional needs repair
66996,functional
41373,non functional
62592,non functional
10000,non functional
4829,non functional
51711,non functional
67217,functional
60191,functional
45105,functional
20231,functional
59100,functional
1330,functional
19662,functional
39373,functional
63550,non functional
30067,non functional
57969,non functional
51610,non functional
22528,non functional
68279,non functional
57051,functional
7930,non functional
52764,non functional
11015,non functional
21984,non functional
40613,non functional
70376,non functional
9685,functional
57599,non functional
17492,functional needs repair
41557,functional
15357,functional
60398,non functional
15907,functional
47590,functional
54256,non functional
33110,functional
68023,functional
10991,non functional
4479,functional
2148,functional
3549,non functional
45042,functional
8525,functional
4296,functional
10101,functional
31797,functional
16971,functional needs repair
11255,functional
7131,non functional
49107,functional
50273,non functional
17381,functional
56447,functional
42558,non functional
66129,non functional
11958,non functional
32430,non functional
16301,functional
39994,functional
13463,functional
2395,functional
34502,non functional
70566,functional
68813,functional
4194,functional
35384,functional
1790,non functional
52033,non functional
21,non functional
35727,functional
40336,functional
62776,functional
32373,non functional
49633,functional needs repair
61316,non functional
2078,functional
38369,functional
14941,functional
20206,functional
55966,non functional
15397,non functional
50012,functional
2029,non functional
42163,non functional
7095,functional
22149,functional
71118,functional
9309,non functional
29499,functional
48302,non functional
63606,non functional
5292,functional
38135,non functional
43668,non functional
45451,functional
31650,functional
28255,functional
26043,functional
34936,functional
72205,non functional
24395,non functional
15476,functional
5115,functional
46976,functional
70508,non functional
45181,non functional
49422,functional
67197,functional
50541,functional needs repair
24766,functional
53732,non functional
25663,non functional
31714,functional needs repair
23086,non functional
40665,functional
701,non functional
30092,functional
17069,non functional
56001,functional
69051,functional
9053,functional
21014,functional
67639,functional needs repair
53482,functional
58580,functional
35759,non functional
11388,functional
31548,functional
1711,functional
16855,functional
20423,non functional
34934,functional needs repair
52492,functional needs repair
20163,functional needs repair
26512,functional needs repair
70411,non functional
44357,non functional
1672,non functional
43233,functional
24926,functional
36670,functional
72201,functional needs repair
53400,non functional
2284,functional needs repair
49355,non functional
71648,non functional
70221,non functional
14987,functional
34475,functional
54323,functional
42990,non functional
66323,functional needs repair
32378,functional
72935,non functional
22280,non functional
71553,functional
67322,non functional
42869,non functional
2297,functional
38009,functional
44098,non functional
34057,non functional
32329,functional
53920,non functional
11716,non functional
52307,functional needs repair
19318,functional
4200,functional
2500,functional
30912,non functional
20684,functional
8582,functional
63609,functional
22139,functional needs repair
13234,functional
46488,functional
6936,functional
71573,functional
66299,functional
1033,functional
46911,non functional
10779,functional needs repair
59211,functional
27404,non functional
73591,non functional
17706,functional
4780,functional
5248,non functional
46421,functional needs repair
41772,functional
7895,non functional
28088,functional
28193,functional
26976,non functional
1685,non functional
66035,non functional
67209,functional
68947,non functional
51046,functional
59120,functional needs repair
70658,functional
35585,functional
49894,non functional
26287,non functional
70141,functional needs repair
63583,functional needs repair
44399,non functional
15009,functional
15759,functional
15803,functional
40257,functional
51989,functional
41751,functional
34270,non functional
32863,non functional
11279,functional
9001,non functional
14504,functional
33849,functional
44220,functional
56138,non functional
15807,non functional
8435,non functional
45947,functional
11339,functional
4161,non functional
52067,non functional
1643,functional
32292,non functional
31461,non functional
55827,functional
29231,functional
74185,non functional
47792,functional
72029,non functional
21022,functional
8087,functional needs repair
11295,functional
70815,functional
28802,functional
41446,functional
17467,functional
56879,functional
42180,functional
59985,non functional
218,functional
68626,functional
62588,non functional
7116,functional
39238,non functional
1882,functional
68156,functional
45141,functional
64325,functional
4133,non functional
10013,functional
16073,functional
67216,non functional
11202,functional
55030,non functional
2890,functional
21639,functional
67576,functional
35702,functional
22077,functional needs repair
45400,non functional
33097,functional
59863,functional
37399,functional
50683,non functional
54164,functional
48388,functional
66985,non functional
6401,functional
4714,functional
71821,functional
19121,non functional
70832,non functional
1428,functional
25431,functional
29169,non functional
40841,non functional
40913,functional
10212,functional
53518,non functional
19312,functional
25915,functional
25880,non functional
7708,non functional
58574,functional
53122,functional
20898,non functional
29133,non functional
62275,non functional
14001,functional
72442,non functional
40112,non functional
32602,non functional
11545,non functional
64241,functional
19006,functional
30111,functional
7173,functional needs repair
55585,non functional
58951,non functional
8422,non functional
36807,functional
33041,non functional
27218,functional
64981,functional
18117,non functional
59613,functional
10342,functional
71000,non functional
48709,non functional
13736,functional
47303,functional
48107,functional
44917,non functional
56740,functional
72552,non functional
44160,functional
32897,functional
20481,non functional
27255,non functional
9718,non functional
53195,functional
21117,functional
10923,non functional
30978,functional
39867,functional
17210,functional
32674,non functional
23635,functional
45758,functional
24613,functional
22210,non functional
1385,non functional
59904,functional
35630,non functional
6525,functional
14872,functional
24264,non functional
7707,non functional
49001,non functional
68187,functional
41042,functional needs repair
51726,functional
24158,non functional
46083,functional needs repair
38011,non functional
62067,non functional
20331,functional
57650,non functional
49513,non functional
15052,functional
35951,functional
17671,functional
45328,functional
3674,functional
22671,non functional
44681,functional
37412,non functional
24653,non functional
58975,functional needs repair
53578,functional
5234,non functional
20329,functional
34350,non functional
3092,functional
67316,non functional
8677,functional needs repair
54237,functional
28865,functional
38482,functional
53836,functional
69524,functional
27499,non functional
8554,functional
68875,functional
3383,functional
69012,functional
690,functional needs repair
14767,functional
43555,non functional
30579,functional
62486,non functional
10632,non functional
23819,non functional
62457,non functional
12548,functional needs repair
45710,non functional
5263,non functional
14675,functional
24157,non functional
70579,functional
35286,functional
70181,functional
16506,functional
46510,non functional
39251,non functional
41411,functional needs repair
27204,functional needs repair
32932,functional
49632,functional
50345,non functional
71213,non functional
8290,non functional
22101,non functional
52329,functional
21911,non functional
55251,functional
4424,non functional
23738,non functional
72639,non functional
35997,non functional
44283,non functional
8270,functional
20733,functional needs repair
73595,functional
36109,functional
61795,functional
71554,non functional
25249,functional
58954,non functional
15557,functional
28631,non functional
38777,functional
42707,functional
67116,functional
7558,functional
29036,non functional
49217,non functional
52319,non functional
3577,functional
23735,functional
8426,functional needs repair
551,functional needs repair
19692,non functional
34856,functional
22987,functional
19274,functional
1057,functional
199,functional
70490,functional needs repair
17237,functional needs repair
4199,functional
24193,non functional
47214,functional needs repair
51100,non functional
16721,non functional
4807,functional
16632,functional
9755,non functional
73985,functional needs repair
35260,functional
44073,non functional
9729,functional needs repair
17754,non functional
18228,non functional
44580,functional
72544,non functional
25299,functional
55677,functional
49981,functional
60231,functional
39810,functional
11122,non functional
4318,functional
25202,functional
36665,non functional
52812,non functional
69186,functional
5467,non functional
9897,functional
68754,non functional
45237,functional
21403,functional
23321,functional
27602,non functional
57620,functional
55828,functional
25598,non functional
40011,non functional
58536,functional
51013,functional
7284,non functional
42280,non functional
70777,functional
41616,functional
46612,functional
51407,functional
25501,non functional
7758,functional needs repair
43593,functional
36535,functional
55718,functional
33456,functional
15911,functional needs repair
52619,functional
45447,non functional
13746,non functional
15516,functional
27093,non functional
26833,functional
52488,functional
46885,non functional
32303,functional
21904,non functional
56832,functional
5600,functional
19461,non functional
66463,non functional
48837,non functional
27316,functional
48355,non functional
15308,functional
14847,non functional
71972,functional
19023,functional
19010,non functional
54062,functional
61330,functional
59342,functional
62256,functional
3585,non functional
45990,functional
924,non functional
8496,functional
56225,functional
72259,functional
13478,functional
12303,non functional
63,non functional
11724,non functional
11315,functional
19041,functional
70124,functional
63490,functional
63267,functional
40718,functional
37321,non functional
50820,functional
15968,non functional
38713,functional
25616,functional
4839,functional
6548,functional needs repair
69129,functional
56795,non functional
16016,functional
40281,non functional
29436,functional
46807,functional
2663,non functional
16787,non functional
1055,functional needs repair
74022,functional
47680,functional needs repair
12446,functional
38246,non functional
57024,functional needs repair
41531,functional
71502,non functional
51056,functional
27644,non functional
28208,functional
23908,functional
43125,functional
28475,functional
34112,non functional
60553,functional
47296,functional
20956,functional
36972,functional
62327,non functional
29195,non functional
44763,functional
19332,functional
10675,functional
12240,functional
71287,functional needs repair
14593,non functional
14754,non functional
72706,functional
27847,functional needs repair
44747,non functional
37163,functional
62164,functional
40625,non functional
68442,functional
58201,non functional
73830,non functional
15792,functional
15626,non functional
17482,non functional
61102,functional
19143,functional
53721,functional needs repair
31750,non functional
18664,non functional
8655,non functional
19046,functional needs repair
59980,functional
74051,non functional
21738,non functional
26799,non functional
8579,functional
40142,functional
47928,functional
71638,functional
33862,functional
27806,non functional
46571,functional
203,non functional
7096,non functional
12345,functional needs repair
51438,functional
28289,functional needs repair
44807,functional
9141,functional
63975,functional
16653,non functional
7478,functional
1349,functional
33072,functional needs repair
3142,functional
7480,functional
7219,functional
27572,functional
17894,functional
6272,functional
12608,non functional
57090,non functional
57603,non functional
26723,non functional
11943,functional
15033,functional
70180,functional
45407,functional
71894,non functional
39226,non functional
57384,functional
25146,functional
48933,non functional
4059,non functional
52644,non functional
575,functional
72771,non functional
71404,non functional
15736,functional
30872,functional
10046,non functional
42489,functional
27590,functional
54757,non functional
46364,functional
27910,functional
9766,functional needs repair
58052,functional
69649,functional
33233,functional
6298,functional
57450,functional
46279,functional
17761,functional
275,non functional
4323,non functional
37551,functional
1692,non functional
62941,functional
39078,non functional
64057,non functional
47547,non functional
71457,non functional
56561,functional
41725,non functional
19527,functional
57122,non functional
14227,functional
72842,functional
39752,functional
45847,non functional
34145,functional
67766,non functional
31184,functional
71120,functional
73852,functional needs repair
20926,non functional
12945,non functional
41750,non functional
31024,functional needs repair
73146,functional
18085,functional
23048,functional needs repair
55605,non functional
18883,functional
3242,functional
2736,non functional
14444,functional
35485,non functional
4226,functional
72412,functional
55324,non functional
35092,functional
28420,non functional
20286,functional
17009,functional
32362,functional
28328,non functional
43509,functional
147,non functional
69557,non functional
41265,functional needs repair
19323,functional needs repair
36319,functional
35772,functional
59409,non functional
60930,functional
69448,non functional
66508,non functional
27657,functional
8336,functional needs repair
34939,functional
54072,functional
512,functional needs repair
3078,functional needs repair
3039,non functional
36188,functional
14942,non functional
72230,non functional
44114,functional needs repair
32354,functional
69520,functional
35887,non functional
50372,non functional
28728,functional
5666,non functional
21677,non functional
32321,functional
12260,functional
55122,functional
51913,non functional
31092,functional
32011,functional
17917,functional needs repair
52800,functional
6033,non functional
71187,functional
71069,non functional
29328,functional
42484,functional
748,functional
39044,functional needs repair
66481,non functional
18592,non functional
28966,non functional
27223,functional
22904,functional
12367,non functional
34999,functional
47527,functional
60994,non functional
56417,functional
65313,non functional
20981,functional needs repair
44311,non functional
56102,functional needs repair
37602,functional needs repair
70895,non functional
46377,non functional
20669,non functional
43760,functional
45693,non functional
66159,functional
49032,functional
39126,functional needs repair
37287,functional
51070,functional
20670,functional
51947,functional
26135,non functional
41123,functional
67988,functional
73399,functional needs repair
3055,non functional
57227,non functional
17968,functional
52491,non functional
5193,non functional
58679,functional
73185,non functional
38402,non functional
56399,functional
65563,functional needs repair
20875,non functional
254,functional
28016,functional
59779,functional
19981,functional
30952,functional
34603,functional
45180,functional
70527,functional
72189,functional
68887,functional needs repair
24555,non functional
10534,functional
52410,functional
32384,non functional
38230,functional
54911,functional needs repair
26873,functional
4828,functional
4679,functional
66356,functional needs repair
13523,functional
44861,functional
45961,non functional
41878,functional
6967,non functional
54643,functional
36955,functional
46218,non functional
72096,non functional
50921,functional
39123,non functional
49969,functional
70870,functional
16814,functional
42221,functional
17292,functional
49002,functional
69455,functional
23458,non functional
53835,functional needs repair
20949,functional
50577,non functional
48937,functional
23104,functional
53085,functional
18186,functional
25523,functional
56460,functional
62203,non functional
61802,functional
39156,functional
41348,non functional
21528,functional needs repair
57819,functional
61803,functional
68053,non functional
67827,non functional
60295,functional
18241,functional
21364,functional
66208,functional
33826,functional
62108,functional
38622,functional
28168,functional
50995,functional
18038,functional
16292,non functional
42400,functional
43617,functional
65587,non functional
47962,functional
24749,non functional
61436,non functional
21115,non functional
52943,functional needs repair
41545,functional
74151,functional
12425,non functional
5856,non functional
70451,non functional
12982,functional
71209,functional needs repair
66522,non functional
20891,functional
47497,functional
58350,functional
13591,non functional
8288,non functional
9319,functional
67317,functional
55935,non functional
63179,functional
18723,non functional
4242,functional
15177,functional needs repair
40881,non functional
48542,non functional
67353,functional
28920,non functional
46684,non functional
62425,non functional
27742,functional
18054,functional
3756,functional needs repair
24621,functional
67740,non functional
1578,non functional
67776,non functional
7867,functional
14688,non functional
310,non functional
8717,functional needs repair
11915,non functional
70260,functional
28686,functional
14396,functional
54083,functional
14344,functional
6255,functional
58217,functional
42171,functional
54732,functional
31844,non functional
757,non functional
44704,non functional
53818,functional
869,functional needs repair
14948,functional
1227,non functional
41857,functional
1778,functional
12724,functional
44297,functional
44034,functional
16618,non functional
68445,functional
60462,non functional
28091,non functional
40761,functional
24846,functional needs repair
10170,functional
15014,functional
27279,non functional
31147,functional
5966,functional
32748,non functional
14532,non functional
29704,functional
45078,functional
2683,functional
58172,non functional
20947,functional
18731,functional
69643,non functional
37920,functional
27613,functional
51777,functional
14789,non functional
52992,functional
34719,functional needs repair
24061,functional
24403,non functional
13126,non functional
8757,functional
63723,non functional
37115,non functional
3480,non functional
40816,functional
59492,functional needs repair
7711,functional
73939,functional
7521,non functional
9525,non functional
50313,non functional
72451,non functional
5412,non functional
42603,functional needs repair
2830,functional needs repair
8146,non functional
571,functional
10511,functional
13598,non functional
35845,non functional
27033,functional
47934,non functional
55311,functional
66952,non functional
33782,functional
66482,functional
17325,functional needs repair
25927,non functional
73072,functional
69634,functional
29254,functional
44672,functional needs repair
54204,functional
63660,non functional
68620,functional
63119,non functional
44596,functional
53422,functional
47445,non functional
70453,functional
25447,non functional
70233,non functional
12668,functional
69417,non functional
56900,functional
49365,functional needs repair
65678,non functional
55880,functional
30790,non functional
43277,non functional
931,functional
18022,functional
52070,non functional
8658,non functional
8769,non functional
64748,functional
16947,functional
15463,functional
69331,functional
36776,non functional
45941,functional
21230,non functional
14981,non functional
23118,functional
67996,non functional
24867,functional
60889,functional
27233,functional
61390,functional
42858,non functional
15691,non functional
15682,functional
24166,non functional
61412,non functional
46753,functional
57467,non functional
631,functional
12555,functional
61151,non functional
54318,functional needs repair
28684,non functional
9110,non functional
7858,non functional
51379,non functional
7772,functional
63144,functional
61452,functional
20247,functional
13524,non functional
61975,non functional
52435,non functional
2871,functional needs repair
69964,non functional
198,non functional
66308,functional
18125,functional
16600,functional
25011,functional
48710,functional needs repair
73257,non functional
47015,functional
33123,functional
30898,functional
57593,functional
4787,functional
34900,non functional
14951,functional needs repair
49973,non functional
25799,non functional
32511,functional needs repair
32628,non functional
25098,non functional
24726,functional
59821,non functional
68151,functional
63126,non functional
10421,non functional
64089,non functional
61010,functional
44349,functional
8348,functional
57885,functional
33282,non functional
34637,functional
9875,functional
46970,functional
49914,functional
47061,non functional
40670,non functional
8734,functional
70917,functional
37821,functional needs repair
60780,non functional
47697,non functional
20849,non functional
7069,non functional
5107,functional
47300,functional
20005,functional
72461,non functional
23777,functional
32097,functional needs repair
42946,non functional
43491,non functional
53008,functional
41092,functional needs repair
27722,functional
72076,non functional
65256,non functional
49855,functional
67537,functional
9378,functional
21151,functional
31179,non functional
40234,functional
29567,functional
64997,non functional
4270,functional
71422,functional
23376,functional
43253,non functional
836,functional
25144,non functional
49964,non functional
3334,non functional
22976,non functional
43343,functional
49008,functional
65842,non functional
42241,functional
12877,functional
71702,functional
49138,functional
22521,functional
35988,functional
1217,functional
44928,functional
16431,functional
5898,functional
46441,non functional
16690,functional
28759,functional
33120,functional
16933,functional needs repair
70454,functional
19681,functional
46288,functional
70638,functional
35268,functional needs repair
60236,non functional
61979,functional
62292,non functional
4523,functional
55403,non functional
6422,functional
7002,non functional
67370,functional needs repair
2197,non functional
72558,non functional
46424,functional
20932,non functional
4287,functional
14634,functional
52463,non functional
25561,functional
31084,functional
33025,non functional
4355,non functional
19921,functional
17811,functional
70093,non functional
55184,non functional
60385,functional
66737,non functional
51874,functional
57288,non functional
55732,non functional
12130,functional
23950,functional
32813,non functional
52287,functional
39943,non functional
797,functional
18285,functional
1490,functional
55452,functional
1487,functional
1634,non functional
44143,non functional
24468,non functional
3961,non functional
4880,non functional
17576,functional
48851,non functional
43578,non functional
2586,non functional
70145,functional
29783,non functional
14699,non functional
19093,functional
47982,non functional
62731,non functional
30487,functional
16407,non functional
46334,functional needs repair
61961,non functional
55562,non functional
33459,functional
67700,non functional
59311,functional
52344,non functional
63821,non functional
57291,functional
16464,functional
59173,non functional
73423,non functional
57158,non functional
45334,functional
26968,functional
14623,functional
15979,functional
33986,functional
46444,non functional
27433,non functional
35779,functional
17300,functional
68091,functional needs repair
11683,functional
71049,non functional
69920,functional needs repair
58031,functional
53225,functional
14933,functional
12981,non functional
44638,functional
11575,functional
63638,functional needs repair
23624,non functional
23287,non functional
46222,functional needs repair
50864,non functional
52754,functional
46581,functional
69199,non functional
51454,functional
50049,functional
64581,functional
32806,functional
57247,non functional
53507,functional
10395,non functional
14984,functional
6858,functional needs repair
35655,functional
57523,functional needs repair
2098,non functional
68376,functional
2483,non functional
34406,non functional
11342,non functional
52676,functional
19723,functional
59719,functional
69266,non functional
46681,non functional
7678,functional
39998,non functional
61512,non functional
6180,functional
46578,functional
48036,functional
60971,functional needs repair
9340,non functional
58934,non functional
53926,non functional
